,Date,Value
112,2020-05-14,17.0
113,2020-05-15,17.0
114,2020-05-16,24.0
115,2020-05-17,13.0
116,2020-05-18,13.0
117,2020-05-19,17.0
118,2020-05-20,10.0
119,2020-05-21,9.0
120,2020-05-22,10.0
121,2020-05-23,10.0
122,2020-05-24,9.0
123,2020-05-25,20.0
124,2020-05-26,11.0
125,2020-05-27,11.0
126,2020-05-28,8.0
127,2020-05-29,13.0
128,2020-05-30,11.0
129,2020-05-31,7.0
130,2020-06-01,10.0
131,2020-06-02,12.0
132,2020-06-03,8.0
133,2020-06-04,9.0
134,2020-06-05,11.0
135,2020-06-06,6.0
136,2020-06-07,11.0
137,2020-06-08,6.0
138,2020-06-09,15.0
139,2020-06-10,6.0
140,2020-06-11,9.0
141,2020-06-12,11.0
142,2020-06-13,14.0
143,2020-06-14,16.0
144,2020-06-15,17.0
145,2020-06-16,10.0
146,2020-06-17,14.0
147,2020-06-18,22.0
148,2020-06-19,11.0
149,2020-06-20,16.0
150,2020-06-21,12.0
151,2020-06-22,11.0
152,2020-06-23,16.0
153,2020-06-24,16.0
154,2020-06-25,10.0
155,2020-06-26,14.0
156,2020-06-27,10.0
157,2020-06-28,23.0
158,2020-06-29,22.0
159,2020-06-30,17.0
160,2020-07-01,16.0
161,2020-07-02,20.0
162,2020-07-03,21.0
163,2020-07-04,23.0
164,2020-07-05,19.0
165,2020-07-06,18.0
166,2020-07-07,31.0
167,2020-07-08,18.0
168,2020-07-09,17.0
169,2020-07-10,13.0
170,2020-07-11,24.0
171,2020-07-12,13.0
172,2020-07-13,17.0
173,2020-07-14,30.0
174,2020-07-15,21.0
175,2020-07-16,19.0
176,2020-07-17,17.0
177,2020-07-18,21.0
178,2020-07-19,17.0
179,2020-07-20,12.0
180,2020-07-21,36.0
181,2020-07-22,27.0
182,2020-07-23,25.0
183,2020-07-24,24.0
184,2020-07-25,15.0
185,2020-07-26,22.0
186,2020-07-27,19.0
187,2020-07-28,33.0
188,2020-07-29,30.0
189,2020-07-30,35.0
190,2020-07-31,39.0
191,2020-08-01,36.0
192,2020-08-02,34.0
193,2020-08-03,19.0
194,2020-08-04,48.0
195,2020-08-05,41.0
196,2020-08-06,45.0
197,2020-08-07,50.0
198,2020-08-08,43.0
199,2020-08-09,41.0
200,2020-08-10,29.0
201,2020-08-11,35.0
202,2020-08-12,43.0
203,2020-08-13,53.0
204,2020-08-14,44.0
205,2020-08-15,50.0
206,2020-08-16,37.0
207,2020-08-17,38.0
208,2020-08-18,45.0
209,2020-08-19,32.0
210,2020-08-20,48.0
211,2020-08-21,42.0
212,2020-08-22,37.0
213,2020-08-23,39.0
214,2020-08-24,37.0
215,2020-08-25,58.0
216,2020-08-26,54.0
217,2020-08-27,38.0
218,2020-08-28,48.0
219,2020-08-29,32.0
220,2020-08-30,39.0
221,2020-08-31,43.0
222,2020-09-01,60.0
223,2020-09-02,40.0
224,2020-09-03,44.0
225,2020-09-04,47.0
226,2020-09-05,38.0
227,2020-09-06,43.0
228,2020-09-07,33.0
229,2020-09-08,41.0
230,2020-09-09,51.0
231,2020-09-10,47.0
232,2020-09-11,35.0
233,2020-09-12,27.0
234,2020-09-13,36.0
235,2020-09-14,22.0
236,2020-09-15,51.0
237,2020-09-16,49.0
238,2020-09-17,27.0
239,2020-09-18,48.0
240,2020-09-19,42.0
241,2020-09-20,33.0
242,2020-09-21,23.0
243,2020-09-22,45.0
244,2020-09-23,47.0
245,2020-09-24,41.0
246,2020-09-25,42.0
247,2020-09-26,54.0
248,2020-09-27,31.0
249,2020-09-28,30.0
250,2020-09-29,44.0
251,2020-09-30,33.0
