,Date,Value
111,2020-05-13,448.0
112,2020-05-14,353.0
113,2020-05-15,351.0
114,2020-05-16,411.0
115,2020-05-17,67.0
116,2020-05-18,146.0
117,2020-05-19,501.0
118,2020-05-20,329.0
119,2020-05-21,273.0
120,2020-05-22,291.0
121,2020-05-23,220.0
122,2020-05-24,379.0
123,2020-05-25,104.0
124,2020-05-26,131.0
125,2020-05-27,422.0
126,2020-05-28,343.0
127,2020-05-29,274.0
128,2020-05-30,154.0
129,2020-05-31,60.0
130,2020-06-01,86.0
131,2020-06-02,250.0
132,2020-06-03,254.0
133,2020-06-04,130.0
134,2020-06-05,258.0
135,2020-06-06,143.0
136,2020-06-07,54.0
137,2020-06-08,47.0
138,2020-06-09,197.0
139,2020-06-10,164.0
140,2020-06-11,76.0
141,2020-06-12,131.0
142,2020-06-13,107.0
143,2020-06-14,27.0
144,2020-06-15,29.0
145,2020-06-16,120.0
146,2020-06-17,110.0
147,2020-06-18,67.0
148,2020-06-19,84.0
149,2020-06-20,71.0
150,2020-06-21,31.0
151,2020-06-22,13.0
152,2020-06-23,94.0
153,2020-06-24,87.0
154,2020-06-25,99.0
155,2020-06-26,77.0
156,2020-06-27,40.0
157,2020-06-28,31.0
158,2020-06-29,21.0
159,2020-06-30,54.0
160,2020-07-01,97.0
161,2020-07-02,41.0
162,2020-07-03,49.0
163,2020-07-04,32.0
164,2020-07-05,19.0
165,2020-07-06,11.0
166,2020-07-07,54.0
167,2020-07-08,57.0
168,2020-07-09,31.0
169,2020-07-10,34.0
170,2020-07-11,17.0
171,2020-07-12,9.0
172,2020-07-13,10.0
173,2020-07-14,44.0
174,2020-07-15,26.0
175,2020-07-16,24.0
176,2020-07-17,26.0
177,2020-07-18,9.0
178,2020-07-19,11.0
179,2020-07-20,10.0
180,2020-07-21,25.0
181,2020-07-22,17.0
182,2020-07-23,9.0
183,2020-07-24,32.0
184,2020-07-25,15.0
185,2020-07-26,8.0
186,2020-07-27,3.0
187,2020-07-28,21.0
188,2020-07-29,34.0
189,2020-07-30,0.0
190,2020-07-31,20.0
191,2020-08-01,13.0
192,2020-08-02,5.0
193,2020-08-03,1.0
194,2020-08-04,18.0
195,2020-08-05,14.0
196,2020-08-06,18.0
197,2020-08-07,12.0
198,2020-08-08,3.0
199,2020-08-09,5.0
200,2020-08-10,18.0
201,2020-08-11,13.0
202,2020-08-12,20.0
203,2020-08-13,18.0
204,2020-08-14,11.0
205,2020-08-15,3.0
206,2020-08-16,5.0
207,2020-08-17,3.0
208,2020-08-18,12.0
209,2020-08-19,17.0
210,2020-08-20,6.0
211,2020-08-21,2.0
212,2020-08-22,18.0
213,2020-08-23,6.0
214,2020-08-24,4.0
215,2020-08-25,16.0
216,2020-08-26,17.0
217,2020-08-27,12.0
218,2020-08-28,9.0
219,2020-08-29,12.0
220,2020-08-30,1.0
221,2020-08-31,3.0
222,2020-09-01,3.0
223,2020-09-02,10.0
224,2020-09-03,14.0
225,2020-09-04,10.0
226,2020-09-05,12.0
227,2020-09-06,2.0
228,2020-09-07,3.0
229,2020-09-08,32.0
230,2020-09-09,8.0
231,2020-09-10,14.0
232,2020-09-11,6.0
233,2020-09-12,9.0
234,2020-09-13,5.0
235,2020-09-14,9.0
236,2020-09-15,27.0
237,2020-09-16,20.0
238,2020-09-17,21.0
239,2020-09-18,27.0
240,2020-09-19,27.0
241,2020-09-20,18.0
242,2020-09-21,11.0
243,2020-09-22,37.0
244,2020-09-23,37.0
245,2020-09-24,40.0
246,2020-09-25,34.0
247,2020-09-26,35.0
248,2020-09-27,17.0
249,2020-09-28,13.0
250,2020-09-29,72.0
251,2020-09-30,71.0
