,Date,Value
112,2020-05-14,9.0
113,2020-05-15,6.0
114,2020-05-16,13.0
115,2020-05-17,15.0
116,2020-05-18,13.0
117,2020-05-19,16.0
118,2020-05-20,16.0
119,2020-05-21,14.0
120,2020-05-22,12.0
121,2020-05-23,13.0
122,2020-05-24,14.0
123,2020-05-25,14.0
124,2020-05-26,12.0
125,2020-05-27,14.0
126,2020-05-28,13.0
127,2020-05-29,14.0
128,2020-05-30,13.0
129,2020-05-31,14.0
130,2020-06-01,14.0
131,2020-06-02,12.0
132,2020-06-03,11.0
133,2020-06-04,8.0
134,2020-06-05,10.0
135,2020-06-06,9.0
136,2020-06-07,5.0
137,2020-06-08,6.0
138,2020-06-09,7.0
139,2020-06-10,5.0
140,2020-06-11,7.0
141,2020-06-12,1.0
142,2020-06-13,7.0
143,2020-06-14,5.0
144,2020-06-15,3.0
145,2020-06-16,2.0
146,2020-06-17,1.0
147,2020-06-18,1.0
148,2020-06-19,3.0
149,2020-06-20,1.0
150,2020-06-21,2.0
151,2020-06-22,4.0
152,2020-06-23,6.0
153,2020-06-24,3.0
154,2020-06-25,6.0
155,2020-06-26,6.0
156,2020-06-27,6.0
157,2020-06-28,3.0
158,2020-06-29,4.0
159,2020-06-30,8.0
160,2020-07-01,3.0
161,2020-07-02,8.0
162,2020-07-03,11.0
163,2020-07-04,7.0
164,2020-07-05,9.0
165,2020-07-06,6.0
166,2020-07-07,9.0
167,2020-07-08,2.0
168,2020-07-09,13.0
169,2020-07-10,2.0
170,2020-07-11,8.0
171,2020-07-12,6.0
172,2020-07-13,2.0
173,2020-07-14,6.0
174,2020-07-15,8.0
175,2020-07-16,3.0
176,2020-07-17,3.0
177,2020-07-18,2.0
178,2020-07-19,5.0
179,2020-07-20,2.0
180,2020-07-21,6.0
181,2020-07-22,5.0
182,2020-07-23,3.0
183,2020-07-24,7.0
184,2020-07-25,4.0
185,2020-07-26,1.0
186,2020-07-27,2.0
187,2020-07-28,3.0
188,2020-07-29,3.0
189,2020-07-30,2.0
190,2020-07-31,8.0
191,2020-08-01,2.0
192,2020-08-02,1.0
193,2020-08-03,0.0
194,2020-08-04,1.0
195,2020-08-05,1.0
196,2020-08-06,3.0
197,2020-08-07,3.0
198,2020-08-08,4.0
199,2020-08-09,6.0
200,2020-08-10,3.0
201,2020-08-11,2.0
202,2020-08-12,3.0
203,2020-08-13,6.0
204,2020-08-14,2.0
205,2020-08-15,3.0
206,2020-08-16,3.0
207,2020-08-17,1.0
208,2020-08-18,5.0
209,2020-08-19,2.0
210,2020-08-20,2.0
211,2020-08-21,4.0
212,2020-08-22,2.0
213,2020-08-23,2.0
214,2020-08-24,5.0
215,2020-08-25,4.0
216,2020-08-26,2.0
217,2020-08-27,2.0
218,2020-08-28,6.0
219,2020-08-29,3.0
220,2020-08-30,1.0
221,2020-08-31,3.0
222,2020-09-01,2.0
223,2020-09-02,3.0
224,2020-09-03,2.0
225,2020-09-04,4.0
226,2020-09-05,5.0
227,2020-09-06,2.0
228,2020-09-07,3.0
229,2020-09-08,3.0
230,2020-09-09,3.0
231,2020-09-10,3.0
232,2020-09-11,3.0
233,2020-09-12,5.0
234,2020-09-13,7.0
235,2020-09-14,4.0
236,2020-09-15,4.0
237,2020-09-16,3.0
238,2020-09-17,10.0
239,2020-09-18,6.0
240,2020-09-19,5.0
241,2020-09-20,13.0
242,2020-09-21,8.0
243,2020-09-22,5.0
244,2020-09-23,3.0
245,2020-09-24,3.0
246,2020-09-25,5.0
247,2020-09-26,8.0
248,2020-09-27,9.0
249,2020-09-28,4.0
250,2020-09-29,6.0
251,2020-09-30,8.0
