,Date,Value
111,2020-05-13,83.0
112,2020-05-14,351.0
113,2020-05-15,104.0
114,2020-05-16,0.0
115,2020-05-17,579.0
116,2020-05-18,131.0
117,2020-05-19,-217.0
118,2020-05-20,110.0
119,2020-05-21,83.0
120,2020-05-22,74.0
121,2020-05-23,43.0
122,2020-05-24,35.0
123,2020-05-25,90.0
124,2020-05-26,73.0
125,2020-05-27,66.0
126,2020-05-28,66.0
127,2020-05-29,52.0
128,2020-05-30,57.0
129,2020-05-31,31.0
130,2020-06-01,31.0
131,2020-06-02,107.0
132,2020-06-03,81.0
133,2020-06-04,44.0
134,2020-06-05,46.0
135,2020-06-06,31.0
136,2020-06-07,13.0
137,2020-06-08,54.0
138,2020-06-09,87.0
139,2020-06-10,23.0
140,2020-06-11,27.0
141,2020-06-12,28.0
142,2020-06-13,24.0
143,2020-06-14,9.0
144,2020-06-15,29.0
145,2020-06-16,111.0
146,2020-06-17,28.0
147,2020-06-18,28.0
148,2020-06-19,14.0
149,2020-06-20,16.0
150,2020-06-21,7.0
151,2020-06-22,23.0
152,2020-06-23,57.0
153,2020-06-24,11.0
154,2020-06-25,21.0
155,2020-06-26,26.0
156,2020-06-27,0.0
157,2020-06-28,0.0
158,2020-06-29,35.0
159,2020-06-30,30.0
160,2020-07-01,18.0
161,2020-07-02,14.0
162,2020-07-03,18.0
163,2020-07-04,0.0
164,2020-07-05,0.0
165,2020-07-06,27.0
166,2020-07-07,13.0
167,2020-07-08,0.0
168,2020-07-09,46.0
169,2020-07-10,25.0
170,2020-07-11,0.0
171,2020-07-12,0.0
172,2020-07-13,25.0
173,2020-07-14,0.0
174,2020-07-15,91.0
175,2020-07-16,18.0
176,2020-07-17,14.0
177,2020-07-18,0.0
178,2020-07-19,0.0
179,2020-07-20,25.0
180,2020-07-21,-12.0
181,2020-07-22,7.0
182,2020-07-23,10.0
183,2020-07-24,10.0
184,2020-07-25,0.0
185,2020-07-26,0.0
186,2020-07-27,17.0
187,2020-07-28,14.0
188,2020-07-29,0.0
189,2020-07-30,15.0
190,2020-07-31,27.0
191,2020-08-01,0.0
192,2020-08-02,0.0
193,2020-08-03,0.0
194,2020-08-04,29.0
195,2020-08-05,0.0
196,2020-08-06,11.0
197,2020-08-07,19.0
198,2020-08-08,0.0
199,2020-08-09,0.0
200,2020-08-10,0.0
201,2020-08-11,1.0
202,2020-08-12,47.0
203,2020-08-13,17.0
204,2020-08-14,18.0
205,2020-08-15,0.0
206,2020-08-16,0.0
207,2020-08-17,24.0
208,2020-08-18,0.0
209,2020-08-19,0.0
210,2020-08-20,0.0
211,2020-08-21,74.0
212,2020-08-22,9.0
213,2020-08-23,1.0
214,2020-08-24,15.0
215,2020-08-25,16.0
216,2020-08-26,0.0
217,2020-08-27,32.0
218,2020-08-28,20.0
219,2020-08-29,0.0
220,2020-08-30,10.0
221,2020-08-31,29.0
222,2020-09-01,26.0
223,2020-09-02,26.0
224,2020-09-03,20.0
225,2020-09-04,18.0
226,2020-09-05,0.0
227,2020-09-06,0.0
228,2020-09-07,2.0
229,2020-09-08,38.0
230,2020-09-09,35.0
231,2020-09-10,14.0
232,2020-09-11,82.0
233,2020-09-12,1.0
234,2020-09-13,1.0
235,2020-09-14,55.0
236,2020-09-15,49.0
237,2020-09-16,49.0
238,2020-09-17,47.0
239,2020-09-18,154.0
240,2020-09-19,0.0
241,2020-09-20,0.0
242,2020-09-21,89.0
243,2020-09-22,80.0
244,2020-09-23,21.0
245,2020-09-24,77.0
246,2020-09-25,151.0
247,2020-09-26,0.0
248,2020-09-27,0.0
249,2020-09-28,69.0
250,2020-09-29,164.0
251,2020-09-30,78.0
